ツモ,対応地形数,使用ミノ,未使用ミノ,テト譜
JOTSJZT,5,TTJSZO;TTJJSO;TTJJZO,J;Z;S,v115@9gC8ywi0C8BtxwRpg0E8xwi0D8BtwwRpg0A8JeAgWG?Aq+aFDqOBAA;v115@9gC8ywi0C8Btxwi0E8xwg0RpD8Btwwg0RpA8JeAgWG?Av/lFDqOBAA;v115@9gC8R4g0ywC8R4j0wwE8g0RpxwD8h0RpxwA8JeAgWG?A0vaPCzOBAA;v115@9gC8wwg0ywAtC8xwi0BtE8Rpi0D8wwRpwwAtg0A8Je?AgWGAvfjxCqOBAA;v115@9gC8zwRpC8ywBtRpE8R4i0D8R4wwBtg0A8JeAgWGAK?3TxC6OBAA
JOTSJTZ,14,TTJJSO;TTJSZO;TTJJSZ;TTJJZO,Z;J;O;S,v115@9gC8ywi0C8BtxwRpg0E8xwi0D8BtwwRpg0A8JeAgWG?Aq+aFDqOBAA;v115@9gC8R4wwi0C8R4xwi0E8xwg0RpD8ywg0RpA8JeAgWG?Avu/wCz/AAA;v115@9gC8ywi0C8Btxwi0E8xwg0RpD8Btwwg0RpA8JeAgWG?Av/lFDqOBAA;v115@9gC8R4BtRpC8R4ywRpE8xwi0D8ywBtg0A8JeAgWGA0?vKxCzXBAA;v115@9gC8BtRph0C8ywRpg0wwE8i0xwD8wwBth0wwA8JeAg?WGA0f/wCvXBAA;v115@9gC8R4wwRpg0C8R4xwRpg0E8xwi0D8ywi0A8JeAgWG?AquHgCUNBAA;v115@9gC8R4g0ywC8R4j0wwE8g0RpxwD8h0RpxwA8JeAgWG?A0vaPCzOBAA;v115@9gC8wwR4i0C8zwi0E8xwg0RpD8R4wwg0RpA8JeAgWG?Av/VxCKNBAA;v115@9gC8R4wwi0C8R4g0xwRpE8g0xwRpD8h0ywg0A8JeAg?WGAq+KxCz/AAA;v115@9gC8wwR4i0C8zwRpg0E8xwi0D8R4wwRpg0A8JeAgWG?Aq+KxCKNBAA;v115@9gC8xwBtRpC8ywR4RpE8R4i0D8ywBtg0A8JeAgWGAK?3TxC0XBAA;v115@9gC8RpQ4ywC8i0R4xwE8h0Q4xwD8Rpi0wwA8JeAgWG?Aq+jPCUHBAA;v115@9gC8i0ywC8BtQ4g0xwg0E8R4xwg0D8BtQ4wwh0A8Je?AgWGAq+jFD0/AAA;v115@9gC8wwBtwwh0C80wh0E8R4wwh0D8R4Bth0A8JeAgWG?Aq+jPC0XBAA
OTJOSLZ,6,TLJZOO;TLJSOO,S;Z,v115@9gC8R4hlRpC8R4g0wwglRpE8g0xwRpD8h0wwglRpA8?JeAgWGAv/VWCPNBAA;v115@9gC8R4RphlC8R4g0RpwwglE8g0RpxwD8h0RpwwglA8?JeAgWGA0vKWCPNBAA;v115@9gC8wwilRpC8xwglBtRpE8Rpi0D8wwRpBtg0A8JeAg?WGAvfjxCvCBAA;v115@9gC8wwilRpC8xwglR4RpE8i0RpD8wwR4g0RpA8JeAg?WGAvvTxCvCBAA;v115@9gC8wwRpilC8xwRpglR4E8Rpi0D8wwRpR4g0A8JeAg?WGAvvTxCvCBAA;v115@9gC8ilwwRpC8i0xwRpE8g0R4RpD8glR4wwRpA8JeAg?WGAvvTxCvCBAA
JOTJSTZ,15,TTJJSO;TTJSZO;TTJJSZ;TTJJZO,Z;J;O;S,v115@9gC8ywi0C8BtxwRpg0E8xwi0D8BtwwRpg0A8JeAgWG?Aq+aFDqOBAA;v115@9gC8R4wwi0C8R4xwi0E8xwg0RpD8ywg0RpA8JeAgWG?Avu/wCz/AAA;v115@9gC8ywi0C8Btxwi0E8xwg0RpD8Btwwg0RpA8JeAgWG?Av/lFDqOBAA;v115@9gC8R4BtRpC8R4ywRpE8xwi0D8ywBtg0A8JeAgWGA0?vKxCzXBAA;v115@9gC8BtRph0C8ywRpg0wwE8i0xwD8wwBth0wwA8JeAg?WGA0f/wCvXBAA;v115@9gC8R4wwRpg0C8R4xwRpg0E8xwi0D8ywi0A8JeAgWG?AquHgCUNBAA;v115@9gC8R4g0ywC8R4j0wwE8g0RpxwD8h0RpxwA8JeAgWG?A0vaPCzOBAA;v115@9gC8ywRpg0C8BtxwRpg0E8xwi0D8Btwwi0A8JeAgWG?AquPFDvOBAA;v115@9gC8wwR4i0C8zwi0E8xwg0RpD8R4wwg0RpA8JeAgWG?Av/VxCKNBAA;v115@9gC8R4wwi0C8R4g0xwRpE8g0xwRpD8h0ywg0A8JeAg?WGAq+KxCz/AAA;v115@9gC8wwR4i0C8zwRpg0E8xwi0D8R4wwRpg0A8JeAgWG?Aq+KxCKNBAA;v115@9gC8xwBtRpC8ywR4RpE8R4i0D8ywBtg0A8JeAgWGAK?3TxC0XBAA;v115@9gC8RpQ4ywC8i0R4xwE8h0Q4xwD8Rpi0wwA8JeAgWG?Aq+jPCUHBAA;v115@9gC8wwR4Rpg0C8zwRpg0E8xwi0D8R4wwi0A8JeAgWG?AquHgCUNBAA;v115@9gC8wwBtwwh0C80wh0E8R4wwh0D8R4Bth0A8JeAgWG?Aq+jPC0XBAA
OTJSOLZ,6,TLJZOO;TLJSOO,S;Z,v115@9gC8R4hlRpC8R4g0wwglRpE8g0xwRpD8h0wwglRpA8?JeAgWGAv/VWCPNBAA;v115@9gC8R4RphlC8R4g0RpwwglE8g0RpxwD8h0RpwwglA8?JeAgWGA0vKWCPNBAA;v115@9gC8wwilRpC8xwglBtRpE8Rpi0D8wwRpBtg0A8JeAg?WGAvfjxCvCBAA;v115@9gC8wwilRpC8xwglR4RpE8i0RpD8wwR4g0RpA8JeAg?WGAvvTxCvCBAA;v115@9gC8wwRpilC8xwRpglR4E8Rpi0D8wwRpR4g0A8JeAg?WGAvvTxCvCBAA;v115@9gC8ilwwRpC8i0xwRpE8g0R4RpD8glR4wwRpA8JeAg?WGAvvTxCvCBAA
JOTJSZT,5,TTJJSO;TTJJZO,Z;S,v115@9gC8ywi0C8BtxwRpg0E8xwi0D8BtwwRpg0A8JeAgWG?Aq+aFDqOBAA;v115@9gC8ywi0C8Btxwi0E8xwg0RpD8Btwwg0RpA8JeAgWG?Av/lFDqOBAA;v115@9gC8R4g0ywC8R4j0wwE8g0RpxwD8h0RpxwA8JeAgWG?A0vaPCzOBAA;v115@9gC8ywRpg0C8BtxwRpg0E8xwi0D8Btwwi0A8JeAgWG?AquPFDvOBAA;v115@9gC8wwg0ywAtC8xwi0BtE8Rpi0D8wwRpwwAtg0A8Je?AgWGAvfjxCqOBAA
OTJSLOZ,7,TLJZOO;TLJSOO,S;Z,v115@9gC8R4hlRpC8R4g0wwglRpE8g0xwRpD8h0wwglRpA8?JeAgWGAv/VWCPNBAA;v115@9gC8R4RphlC8R4g0RpwwglE8g0RpxwD8h0RpwwglA8?JeAgWGA0vKWCPNBAA;v115@9gC8wwilRpC8xwglBtRpE8Rpi0D8wwRpBtg0A8JeAg?WGAvfjxCvCBAA;v115@9gC8wwilRpC8xwglR4RpE8i0RpD8wwR4g0RpA8JeAg?WGAvvTxCvCBAA;v115@9gC8wwRpilC8xwRpglR4E8Rpi0D8wwRpR4g0A8JeAg?WGAvvTxCvCBAA;v115@9gC8ilwwRpC8i0xwRpE8g0R4RpD8glR4wwRpA8JeAg?WGAvvTxCvCBAA;v115@9gC8wwRpQ4hlC8xwRpR4glE8Rpg0Q4glD8wwRpi0A8?JeAgWGAK3TWCUHBAA
TJOSOZI,5,TIJSZO;TJSZOO;TIJSOO;TIJZOO,O;I;Z;S,v115@9gC8zhRpC8ywR4RpE8i0RpD8wwR4g0RpA8JeAgWGAv?vTxCP+AAA;v115@9gC8zhRpC8BtywRpE8i0RpD8Btwwg0RpA8JeAgWGAv?fjxCP+AAA;v115@9gC8zhRpC8Bti0RpE8ywRpD8Btwwg0RpA8JeAgWGAv?uzPCP+AAA;v115@9gC8wwR4AtRpC8ywBtRpE8i0RpD8R4Atg0RpA8JeAg?WGAvfrgCUNBAA;v115@9gC8BtzhC8ywR4RpE8R4g0RpD8wwBti0A8JeAgWGAK?3TxCa+AAA
OTJSLZO,7,TLJSZO;TLJZOO;TLJSOO,O;S;Z,v115@9gC8R4hlRpC8R4g0wwglRpE8g0xwRpD8h0wwglRpA8?JeAgWGAv/VWCPNBAA;v115@9gC8R4RphlC8R4g0RpwwglE8g0RpxwD8h0RpwwglA8?JeAgWGA0vKWCPNBAA;v115@9gC8wwilRpC8xwglBtRpE8Rpi0D8wwRpBtg0A8JeAg?WGAvfjxCvCBAA;v115@9gC8wwilRpC8xwglR4RpE8i0RpD8wwR4g0RpA8JeAg?WGAvvTxCvCBAA;v115@9gC8wwRpilC8xwRpglR4E8Rpi0D8wwRpR4g0A8JeAg?WGAvvTxCvCBAA;v115@9gC8RpBthlC8i0wwBtglE8g0xwR4D8RpwwR4glA8Je?AgWGA0vTWCaHBAA;v115@9gC8wwRpQ4hlC8xwRpR4glE8Rpg0Q4glD8wwRpi0A8?JeAgWGAK3TWCUHBAA
TJOOSZI,4,TJSZOO;TIJSOO;TIJZOO,I;Z;S,v115@9gC8zhRpC8ywR4RpE8i0RpD8wwR4g0RpA8JeAgWGAv?vTxCP+AAA;v115@9gC8zhRpC8BtywRpE8i0RpD8Btwwg0RpA8JeAgWGAv?fjxCP+AAA;v115@9gC8zhRpC8Bti0RpE8ywRpD8Btwwg0RpA8JeAgWGAv?uzPCP+AAA;v115@9gC8wwR4AtRpC8ywBtRpE8i0RpD8R4Atg0RpA8JeAg?WGAvfrgCUNBAA
OTJLJZO,5,TLJJZO;TLJJOO;TLJZOO,O;Z;J,v115@9gC8wwi0RpC8ywglg0RpE8i0RpD8ilg0RpA8JeAgWG?AvvKxCs/AAA;v115@9gC8ywi0C8Btwwilg0E8i0RpD8Btglg0RpA8JeAgWG?AvfjWCqOBAA;v115@9gC8wwilRpC8xwglBtRpE8Rpi0D8wwRpBtg0A8JeAg?WGAvfjxCvCBAA;v115@9gC8i0glRpC8ywg0glRpE8Rpi0D8wwRphlg0A8JeAg?WGAv/DxCv/AAA;v115@9gC8i0RpglC8ywg0ilE8Rpi0D8wwTpg0A8JeAgWGAv?/VWCKHBAA
TJOOSIZ,4,TIJSOO;TIJZOO,Z;S,v115@9gC8zhRpC8ywR4RpE8i0RpD8wwR4g0RpA8JeAgWGAv?vTxCP+AAA;v115@9gC8zhRpC8BtywRpE8i0RpD8Btwwg0RpA8JeAgWGAv?fjxCP+AAA;v115@9gC8zhRpC8Bti0RpE8ywRpD8Btwwg0RpA8JeAgWGAv?uzPCP+AAA;v115@9gC8zhRpC8ywBtRpE8Rpi0D8wwRpBtg0A8JeAgWGAv?fjxCP+AAA
OTJLJOZ,9,TLJJZO;TLJJOO;TLJZOO;TJJZOO,O;Z;J;L,v115@9gC8wwi0RpC8ywglg0RpE8i0RpD8ilg0RpA8JeAgWG?AvvKxCs/AAA;v115@9gC8ywi0C8Btwwilg0E8i0RpD8Btglg0RpA8JeAgWG?AvfjWCqOBAA;v115@9gC8wwilRpC8xwglBtRpE8Rpi0D8wwRpBtg0A8JeAg?WGAvfjxCvCBAA;v115@9gC8i0glRpC8ywg0glRpE8Rpi0D8wwRphlg0A8JeAg?WGAv/DxCv/AAA;v115@9gC8i0ilC8ywg0glRpE8Rpg0RpD8wwRpi0A8JeAgWG?AK3KxCs/AAA;v115@9gC8i0RpglC8ywg0ilE8Rpi0D8wwTpg0A8JeAgWGAv?/VWCKHBAA;v115@9gC8wwg0BtRpC8xwi0RpE8Rpi0D8wwRpBtg0A8JeAg?WGAv/dgCqXBAA;v115@9gC8l0C8ywg0Rpg0E8TpglD8wwRpilA8JeAgWGAv/L?gCqOBAA;v115@9gC8i0Rpg0C8ywg0Rpg0E8RpilD8wwRpglh0A8JeAg?WGAv/TPCvOBAA
TJOIOZT,8,TTJZOO;TTIZOO;TIJZOO;TTIJZO,I;J;T;O,v115@9gC8zhRpC8BtywRpE8i0RpD8Btwwg0RpA8JeAgWGAv?fjxCP+AAA;v115@9gC8zhRpC8Bti0RpE8ywRpD8Btwwg0RpA8JeAgWGAv?uzPCP+AAA;v115@9gC8zhRpC8ywBtRpE8Rpi0D8wwRpBtg0A8JeAgWGAv?fjxCP+AAA;v115@9gC8zhRpC8ywAtg0RpE8Btg0RpD8wwAth0RpA8JeAg?WGAvfjxCP+AAA;v115@9gC8ywAtRpC8ywBtRpE8i0RpD8xwAtg0RpA8JeAgWG?AvfjxCvOBAA;v115@9gC81wC8BtwwRpwwg0E8zhg0D8BtRph0A8JeAgWGAq?eFgC6OBAA;v115@9gC8ywRpwhC8BtxwRpwhE8xwRpwhD8BtwwRpwhA8Je?AgWGAveNFDvOBAA;v115@9gC8ywwhRpC8BtxwwhRpE8xwwhRpD8BtwwwhRpA8Je?AgWGAveNFDvOBAA
TJOSOIZ,5,TIJSZO;TIJSOO;TIJZOO,O;Z;S,v115@9gC8zhRpC8ywR4RpE8i0RpD8wwR4g0RpA8JeAgWGAv?vTxCP+AAA;v115@9gC8zhRpC8BtywRpE8i0RpD8Btwwg0RpA8JeAgWGAv?fjxCP+AAA;v115@9gC8zhRpC8Bti0RpE8ywRpD8Btwwg0RpA8JeAgWGAv?uzPCP+AAA;v115@9gC8zhRpC8ywBtRpE8Rpi0D8wwRpBtg0A8JeAgWGAv?fjxCP+AAA;v115@9gC8BtzhC8ywR4RpE8R4g0RpD8wwBti0A8JeAgWGAK?3TxCa+AAA
TJOSIOZ,5,TIJSZO;TIJSOO;TIJZOO,O;Z;S,v115@9gC8zhRpC8ywR4RpE8i0RpD8wwR4g0RpA8JeAgWGAv?vTxCP+AAA;v115@9gC8zhRpC8BtywRpE8i0RpD8Btwwg0RpA8JeAgWGAv?fjxCP+AAA;v115@9gC8zhRpC8Bti0RpE8ywRpD8Btwwg0RpA8JeAgWGAv?uzPCP+AAA;v115@9gC8zhRpC8ywBtRpE8Rpi0D8wwRpBtg0A8JeAgWGAv?fjxCP+AAA;v115@9gC8BtzhC8ywR4RpE8R4g0RpD8wwBti0A8JeAgWGAK?3TxCa+AAA
TJOOIZT,7,TTJZOO;TTIZOO;TIJZOO,I;J;T,v115@9gC8zhRpC8BtywRpE8i0RpD8Btwwg0RpA8JeAgWGAv?fjxCP+AAA;v115@9gC8zhRpC8Bti0RpE8ywRpD8Btwwg0RpA8JeAgWGAv?uzPCP+AAA;v115@9gC8zhRpC8ywBtRpE8Rpi0D8wwRpBtg0A8JeAgWGAv?fjxCP+AAA;v115@9gC8zhRpC8ywAtg0RpE8Btg0RpD8wwAth0RpA8JeAg?WGAvfjxCP+AAA;v115@9gC8ywAtRpC8ywBtRpE8i0RpD8xwAtg0RpA8JeAgWG?AvfjxCvOBAA;v115@9gC8ywRpwhC8BtxwRpwhE8xwRpwhD8BtwwRpwhA8Je?AgWGAveNFDvOBAA;v115@9gC8ywwhRpC8BtxwwhRpE8xwwhRpD8BtwwwhRpA8Je?AgWGAveNFDvOBAA
TJOSIZO,3,TIJSZO;TIJSOO;TIJZOO,O;Z;S,v115@9gC8zhRpC8ywR4RpE8i0RpD8wwR4g0RpA8JeAgWGAv?vTxCP+AAA;v115@9gC8zhRpC8ywBtRpE8Rpi0D8wwRpBtg0A8JeAgWGAv?fjxCP+AAA;v115@9gC8BtzhC8ywR4RpE8R4g0RpD8wwBti0A8JeAgWGAK?3TxCa+AAA
TJOOITZ,8,TTIJOO;TTIZOO;TIJZOO,Z;J;T,v115@9gC8zhRpC8BtywRpE8i0RpD8Btwwg0RpA8JeAgWGAv?fjxCP+AAA;v115@9gC8zhRpC8Bti0RpE8ywRpD8Btwwg0RpA8JeAgWGAv?uzPCP+AAA;v115@9gC8zhRpC8ywBtRpE8Rpi0D8wwRpBtg0A8JeAgWGAv?fjxCP+AAA;v115@9gC8wwh0RpwhC8xwg0wwRpwhE8xwRpwhD8wwg0wwRp?whA8JeAgWGAve9wCKHBAA;v115@9gC8wwh0whRpC8xwg0wwwhRpE8xwwhRpD8wwg0wwwh?RpA8JeAgWGAve9wCKHBAA;v115@9gC8wwi0RpC8zwg0RpE8ywRpD8zhRpA8JeAgWGAveF?gC0/AAA;v115@9gC8ywRpwhC8BtxwRpwhE8xwRpwhD8BtwwRpwhA8Je?AgWGAveNFDvOBAA;v115@9gC8ywwhRpC8BtxwwhRpE8xwwhRpD8BtwwwhRpA8Je?AgWGAveNFDvOBAA
TJOIJZO,9,TIJJZO;TIJZOO;TIJJOO,O;J;Z,v115@9gC8zhRpC8ywBtRpE8Rpi0D8wwRpBtg0A8JeAgWGAv?fjxCP+AAA;v115@9gC8zhh0C8BtRph0wwE8Rpg0xwD8Bti0wwA8JeAgWG?A0vaFDK+AAA;v115@9gC8wwzhAtC8xwi0BtE8Rpi0D8wwRpg0Atg0A8JeAg?WGAvfjxCK+AAA;v115@9gC8RpzhC8l0wwE8g0RpxwD8Tpg0wwA8JeAgWGA0va?PCP+AAA;v115@9gC8wwRpi0C8xwzhg0E8i0RpD8wwRpg0RpA8JeAgWG?Av/NMCKHBAA;v115@9gC8wwRph0whC8xwRph0whE8Rph0whD8wwRph0whA8?JeAgWGAvPNPCUHBAA;v115@9gC8wwRpwhh0C8xwRpwhh0E8Rpwhh0D8wwRpwhh0A8?JeAgWGAvPNPCUHBAA;v115@9gC8Rpi0wwC8i0zhE8g0RpxwD8Tpg0wwA8JeAgWGAK?X9wCv/AAA;v115@9gC8wwTpwhC8xwTpwhE8j0whD8wwj0whA8JeAgWGAK?n3LCUHBAA
OTJLOJZ,9,TLJJZO;TLJJOO;TLJZOO;TJJZOO,O;Z;J;L,v115@9gC8wwi0RpC8ywglg0RpE8i0RpD8ilg0RpA8JeAgWG?AvvKxCs/AAA;v115@9gC8ywi0C8Btwwilg0E8i0RpD8Btglg0RpA8JeAgWG?AvfjWCqOBAA;v115@9gC8wwilRpC8xwglBtRpE8Rpi0D8wwRpBtg0A8JeAg?WGAvfjxCvCBAA;v115@9gC8i0glRpC8ywg0glRpE8Rpi0D8wwRphlg0A8JeAg?WGAv/DxCv/AAA;v115@9gC8i0RpglC8ywg0ilE8Rpi0D8wwTpg0A8JeAgWGAv?/VWCKHBAA;v115@9gC8wwg0BtRpC8xwi0RpE8Rpi0D8wwRpBtg0A8JeAg?WGAv/dgCqXBAA;v115@9gC8g0ywRpC8i0hlRpE8g0wwglRpD8i0glRpA8JeAg?WGAv/LgC0/AAA;v115@9gC8wwi0RpC8ywhlRpE8h0glRpD8i0glRpA8JeAgWG?AvOMgCq/AAA;v115@9gC8l0C8ywg0Rpg0E8TpglD8wwRpilA8JeAgWGAv/L?gCqOBAA
TJOIJOZ,12,TIJJZO;TIJZOO;TJJZOO;TIJJOO,O;J;I;Z,v115@9gC8zhRpC8BtywRpE8i0RpD8Btwwg0RpA8JeAgWGAv?fjxCP+AAA;v115@9gC8zhRpC8Bti0RpE8ywRpD8Btwwg0RpA8JeAgWGAv?uzPCP+AAA;v115@9gC8zhRpC8ywBtRpE8Rpi0D8wwRpBtg0A8JeAgWGAv?fjxCP+AAA;v115@9gC8zhh0C8BtRph0wwE8Rpg0xwD8Bti0wwA8JeAgWG?A0vaFDK+AAA;v115@9gC8RpzhC8l0wwE8g0RpxwD8Tpg0wwA8JeAgWGA0va?PCP+AAA;v115@9gC8wwg0BtRpC8xwi0RpE8Rpi0D8wwRpBtg0A8JeAg?WGAv/dgCqXBAA;v115@9gC8wwRpi0C8xwzhg0E8i0RpD8wwRpg0RpA8JeAgWG?Av/NMCKHBAA;v115@9gC8i0wwRpC8i0xwRpE8h0wwRpD8zhRpA8JeAgWGAv?PFgC0/AAA;v115@9gC8wwRph0whC8xwRph0whE8Rph0whD8wwRph0whA8?JeAgWGAvPNPCUHBAA;v115@9gC8wwRpwhh0C8xwRpwhh0E8Rpwhh0D8wwRpwhh0A8?JeAgWGAvPNPCUHBAA;v115@9gC8Rpi0wwC8i0zhE8g0RpxwD8Tpg0wwA8JeAgWGAK?X9wCv/AAA;v115@9gC8wwTpwhC8xwTpwhE8j0whD8wwj0whA8JeAgWGAK?n3LCUHBAA
TJOIOTZ,11,TTIJOO;TTIZOO;TIJZOO;TTIJZO,Z;J;T;O,v115@9gC8zhRpC8BtywRpE8i0RpD8Btwwg0RpA8JeAgWGAv?fjxCP+AAA;v115@9gC8zhRpC8Bti0RpE8ywRpD8Btwwg0RpA8JeAgWGAv?uzPCP+AAA;v115@9gC8zhRpC8ywBtRpE8Rpi0D8wwRpBtg0A8JeAgWGAv?fjxCP+AAA;v115@9gC8wwh0RpwhC8xwg0wwRpwhE8xwRpwhD8wwg0wwRp?whA8JeAgWGAve9wCKHBAA;v115@9gC8wwh0whRpC8xwg0wwwhRpE8xwwhRpD8wwg0wwwh?RpA8JeAgWGAve9wCKHBAA;v115@9gC81wC8BtwwRpwwg0E8zhg0D8BtRph0A8JeAgWGAq?eFgC6OBAA;v115@9gC8wwRph0whC8xwRpg0wwwhE8RpxwwhD8wwRpg0ww?whA8JeAgWGAveNPCUHBAA;v115@9gC8wwRpwhh0C8xwRpwhg0wwE8RpwhxwD8wwRpwhg0?wwA8JeAgWGAveNPCUHBAA;v115@9gC8wwi0RpC8zwg0RpE8ywRpD8zhRpA8JeAgWGAveF?gC0/AAA;v115@9gC8ywRpwhC8BtxwRpwhE8xwRpwhD8BtwwRpwhA8Je?AgWGAveNFDvOBAA;v115@9gC8ywwhRpC8BtxwwhRpE8xwwhRpD8BtwwwhRpA8Je?AgWGAveNFDvOBAA
JOTJZST,7,TJJSZO;TTJJSO;TTJJZO,T;Z;S,v115@9gC8ywi0C8BtxwRpg0E8xwi0D8BtwwRpg0A8JeAgWG?Aq+aFDqOBAA;v115@9gC8ywi0C8Btxwi0E8xwg0RpD8Btwwg0RpA8JeAgWG?Av/lFDqOBAA;v115@9gC8R4g0ywC8R4j0wwE8g0RpxwD8h0RpxwA8JeAgWG?A0vaPCzOBAA;v115@9gC8ywRpg0C8BtxwRpg0E8xwi0D8Btwwi0A8JeAgWG?AquPFDvOBAA;v115@9gC8wwg0ywAtC8xwi0BtE8Rpi0D8wwRpwwAtg0A8Je?AgWGAvfjxCqOBAA;v115@9gC8Rpg0AtR4C8l0wwE8g0BtxwD8RpAtR4wwA8JeAg?WGA0fPFDTHBAA;v115@9gC8RpwwR4AtC8i0xwBtE8g0wwi0D8RpR4Atg0A8Je?AgWGAquPFDPNBAA
TJOIOJZ,8,TIJJZO;TIJZOO;TJJZOO;TIJJOO,O;J;I;Z,v115@9gC8zhRpC8BtywRpE8i0RpD8Btwwg0RpA8JeAgWGAv?fjxCP+AAA;v115@9gC8zhRpC8Bti0RpE8ywRpD8Btwwg0RpA8JeAgWGAv?uzPCP+AAA;v115@9gC8zhRpC8ywBtRpE8Rpi0D8wwRpBtg0A8JeAgWGAv?fjxCP+AAA;v115@9gC8zhh0C8BtRph0wwE8Rpg0xwD8Bti0wwA8JeAgWG?A0vaFDK+AAA;v115@9gC8wwg0BtRpC8xwi0RpE8Rpi0D8wwRpBtg0A8JeAg?WGAv/dgCqXBAA;v115@9gC8wwRpi0C8xwzhg0E8i0RpD8wwRpg0RpA8JeAgWG?Av/NMCKHBAA;v115@9gC8i0wwRpC8i0xwRpE8h0wwRpD8zhRpA8JeAgWGAv?PFgC0/AAA;v115@9gC8Rpi0wwC8i0zhE8g0RpxwD8Tpg0wwA8JeAgWGAK?X9wCv/AAA
JOTZJST,6,TJJSZO;TTJJSO;TTJJZO,T;Z;S,v115@9gC8ywi0C8BtxwRpg0E8xwi0D8BtwwRpg0A8JeAgWG?Aq+aFDqOBAA;v115@9gC8ywi0C8Btxwi0E8xwg0RpD8Btwwg0RpA8JeAgWG?Av/lFDqOBAA;v115@9gC8R4g0ywC8R4j0wwE8g0RpxwD8h0RpxwA8JeAgWG?A0vaPCzOBAA;v115@9gC8wwg0ywAtC8xwi0BtE8Rpi0D8wwRpwwAtg0A8Je?AgWGAvfjxCqOBAA;v115@9gC8Rph0R4C8j0R4wwE8g0BtxwD8Rpg0BtwwA8JeAg?WGA0fzPCTHBAA;v115@9gC8k0wwC8ywh0xwE8RpBtwwD8wwRpg0BtA8JeAgWG?AvfjxCqOBAA
TJOOIJZ,8,TIJJZO;TIJZOO;TIJJOO;TJJZOO,O;J;Z;I,v115@9gC8zhRpC8BtywRpE8i0RpD8Btwwg0RpA8JeAgWGAv?fjxCP+AAA;v115@9gC8zhRpC8Bti0RpE8ywRpD8Btwwg0RpA8JeAgWGAv?uzPCP+AAA;v115@9gC8zhRpC8ywBtRpE8Rpi0D8wwRpBtg0A8JeAgWGAv?fjxCP+AAA;v115@9gC8zhh0C8BtRph0wwE8Rpg0xwD8Bti0wwA8JeAgWG?A0vaFDK+AAA;v115@9gC8wwg0BtRpC8xwi0RpE8Rpi0D8wwRpBtg0A8JeAg?WGAv/dgCqXBAA;v115@9gC8wwRpi0C8xwzhg0E8i0RpD8wwRpg0RpA8JeAgWG?Av/NMCKHBAA;v115@9gC8wwg0zhC8xwi0RpE8Rpg0RpD8wwRpi0A8JeAgWG?AK3KxCK+AAA;v115@9gC8i0wwRpC8i0xwRpE8h0wwRpD8zhRpA8JeAgWGAv?PFgC0/AAA
TJOOIZJ,8,TIJZOO;TJJZOO;TIJJOO,J;I;Z,v115@9gC8zhRpC8BtywRpE8i0RpD8Btwwg0RpA8JeAgWGAv?fjxCP+AAA;v115@9gC8zhRpC8Bti0RpE8ywRpD8Btwwg0RpA8JeAgWGAv?uzPCP+AAA;v115@9gC8zhRpC8ywBtRpE8Rpi0D8wwRpBtg0A8JeAgWGAv?fjxCP+AAA;v115@9gC8wwh0AtRpC8xwg0BtRpE8i0RpD8wwg0Atg0RpA8?JeAgWGAvfjxCKHBAA;v115@9gC8wwRph0AtC8xwRpg0BtE8Rpi0D8wwRpg0Atg0A8?JeAgWGAvfzPCUHBAA;v115@9gC8zhRpC8ywAtg0RpE8Btg0RpD8wwAth0RpA8JeAg?WGAvfjxCP+AAA;v115@9gC8wwg0zhC8xwi0RpE8Rpg0RpD8wwRpi0A8JeAgWG?AK3KxCK+AAA;v115@9gC8i0wwRpC8i0xwRpE8h0wwRpD8zhRpA8JeAgWGAv?PFgC0/AAA
TJOITOZ,13,TTIJOO;TTIZOO;TIJZOO;TTIJZO,Z;J;T;O,v115@9gC8zhRpC8BtywRpE8i0RpD8Btwwg0RpA8JeAgWGAv?fjxCP+AAA;v115@9gC8zhRpC8Bti0RpE8ywRpD8Btwwg0RpA8JeAgWGAv?uzPCP+AAA;v115@9gC8zhRpC8ywBtRpE8Rpi0D8wwRpBtg0A8JeAgWGAv?fjxCP+AAA;v115@9gC8wwh0RpwhC8xwg0wwRpwhE8xwRpwhD8wwg0wwRp?whA8JeAgWGAve9wCKHBAA;v115@9gC8wwh0whRpC8xwg0wwwhRpE8xwwhRpD8wwg0wwwh?RpA8JeAgWGAve9wCKHBAA;v115@9gC8RpwhBtwwC8i0whywE8g0whywD8RpwhwwBtA8Je?AgWGA0P9wCaHBAA;v115@9gC8RpBtwwwhC8i0ywwhE8g0ywwhD8RpwwBtwhA8Je?AgWGA0P9wCvXBAA;v115@9gC81wC8BtwwRpwwg0E8zhg0D8BtRph0A8JeAgWGAq?eFgC6OBAA;v115@9gC8wwRph0whC8xwRpg0wwwhE8RpxwwhD8wwRpg0ww?whA8JeAgWGAveNPCUHBAA;v115@9gC8wwRpwhh0C8xwRpwhg0wwE8RpwhxwD8wwRpwhg0?wwA8JeAgWGAveNPCUHBAA;v115@9gC8ywRpwhC8BtxwRpwhE8xwRpwhD8BtwwRpwhA8Je?AgWGAveNFDvOBAA;v115@9gC8ywwhRpC8BtxwwhRpE8xwwhRpD8BtwwwhRpA8Je?AgWGAveNFDvOBAA;v115@9gC8wwRpi0C81wg0E8RpwwRpD8zhRpA8JeAgWGAve9?wCKHBAA
